name,tax_id,relative_abundance,abundance_score,hit_frequency
Streptococcus intermedius,1338,0.03,110,15
Streptococcus vestibularis,1343,0.3,1177,3741
Streptococcus thermophilus,1308,0.07,265,6
Streptococcus salivarius,1304,0.02,76,20
Streptococcus sp. 2_1_36FAA,469609,0.21,828,6735
Streptococcus gordonii,1302,0.17,679,5658
Streptococcus sanguinis,1305,0.02,92,411
Streptococcus mitis,28037,0.1,404,1207
Streptococcus oralis,1303,0.1,417,1041
Streptococcus mutans,1309,0.09,363,9
Streptococcus cristatus,45634,0.05,194,1967
Streptococcus_u_s,1301,0.04,148,215
Streptococcus pseudopneumoniae,257758,0.02,88,18
Streptococcus sinensis,176090,0.02,92,1249
Facklamia hominis,178214,0.2,804,4302
Facklamia languida,82347,0.59,2342,31904
Facklamia ignava,137730,0.53,2096,29425
Aerococcus viridans,1377,0.06,236,275
Abiotrophia defectiva,46125,0.1,401,7068
Leuconostoc carnosum,1252,0.27,1076,7645
Granulicatella adiacens,46124,0.15,618,9556
Lactobacillus sakei,1599,0.05,192,894
Lactobacillus_u_s,1578,0.04,148,20
Lactobacillus gasseri,1596,0.03,102,260
Lactobacillus oris,1632,0.04,150,1323
Enterococcus faecium,1352,0.06,251,191
Veillonella parvula,29466,0.58,2294,7704
Veillonella dispar,39778,0.36,1447,2298
Veillonella sp. 6_1_27,450749,0.47,1862,2255
Veillonella_u_s,29465,0.09,366,54
Dialister micraerophilus,309120,0.02,85,413
Dialister invisus,218538,0.04,156,2751
Megasphaera_u_s,906,0.04,157,1520
Megasphaera micronuciformis,187326,0.02,79,1692
Selenomonas noxia,135083,0.04,142,825
Selenomonas artemidis,671224,0.03,120,323
Selenomonas_u_s,970,0.06,244,1164
Finegoldia magna,1260,0.14,575,5938
Anaerococcus prevotii,33034,0.07,261,2598
Anaerococcus lactolyticus,33032,0.03,116,658
Anaerococcus hydrogenalis,33029,0.02,86,169
Anaerococcus senegalensis,1288120,0.03,107,858
Anaerococcus_u_s,165779,0.03,122,302
Anaerococcus provencensis,938293,0.12,484,6620
Peptoniphilus lacrimalis,33031,0.06,228,1602
Peptoniphilus_u_s,162289,0.05,201,101
Peptoniphilus harei,54005,0.21,855,8706
Helcococcus sueciensis,241555,0.03,108,1128
Parvimonas_u_s,543311,0.02,83,19
Tissierellia bacterium S7-1-4,1284708,0.02,97,1387
Faecalibacterium prausnitzii,853,0.04,152,1338
Ruminococcus bromii,40518,0.05,196,3937
Ruminococcus bicirculans,1160721,0.02,75,1943
Peptostreptococcus anaerobius,1261,0.05,195,1620
Lachnoanaerobaculum saburreum,467210,0.03,127,969
[Eubacterium] rectale,39491,0.02,88,198
Oribacterium sp. oral taxon 078,652706,0.02,78,444
Clostridiales_u_s,186802,0.05,212,130
Levyella massiliensis,938289,0.03,124,2179
Solobacterium moorei,102148,0.07,273,2117
Acinetobacter sp. CIP 102637,1144669,4.59,18266,58208
Acinetobacter parvus,134533,0.85,3374,4014
Acinetobacter idrijaensis,1507807,1.12,4462,11543
Acinetobacter lwoffii,28090,1.73,6867,11110
Acinetobacter schindleri,108981,0.17,689,3056
Acinetobacter baumannii,470,0.07,280,3906
Acinetobacter calcoaceticus,471,0.21,833,186
Acinetobacter pittii,48296,0.16,651,137
Acinetobacter nosocomialis,106654,0.07,265,1428
Acinetobacter johnsonii,40214,1.41,5605,30045
Acinetobacter ursingii,108980,0.34,1344,5219
Acinetobacter towneri,202956,0.12,475,96
Acinetobacter indicus,756892,0.02,87,681
Acinetobacter_u_s,469,0.48,1920,1138
Acinetobacter junii,40215,0.12,469,589
Acinetobacter haemolyticus,29430,0.03,98,25
Psychrobacter sp. 1501(2011),1002339,0.02,81,2175
Alkanindiges illinoisensis,197183,0.02,97,2537
Pseudomonas_u_s,286,0.15,596,393
Pseudomonas psychrotolerans,237610,0.1,378,3304
Pseudomonas sp. 313,1234594,0.06,227,3531
Pseudomonas putida,303,0.12,467,3751
Pseudomonas aeruginosa,287,0.09,366,386
Pseudomonas alcaligenes,43263,0.05,199,4908
Pseudomonas fragi,296,0.02,76,2219
Pseudomonas stutzeri,316,0.05,204,32
Aggregatibacter_u_s,416916,0.08,320,386
Haemophilus parainfluenzae,729,0.06,253,1768
Haemophilus_u_s,724,0.02,88,10
Escherichia coli,562,0.03,122,9
Klebsiella_u_s,570,0.03,98,70
Pseudoxanthomonas_u_s,83618,0.04,142,9
Luteimonas_u_s,83614,0.07,288,56
Xanthomonas_u_s,338,0.03,107,17
Stenotrophomonas_u_s,40323,0.04,144,29
Stenotrophomonas maltophilia,40324,0.04,173,3994
Lysobacter_u_s,68,0.03,117,56
Shewanella sp. ZOR0012,1339231,0.03,138,1282
Shewanella_u_s,22,0.03,103,12
Aeromonas_u_s,642,0.06,228,28
Enhydrobacter aerosaccus,225324,1.98,7892,122979
Roseomonas sp. B5,1217720,0.05,212,378
Roseomonas mucosa,207340,0.04,161,304
Paracoccus sanguinis,1545044,1.1,4386,52649
Paracoccus yeei,147645,2.72,10800,321700
Paracoccus sphaerophysae,690417,0.11,451,8129
Paracoccus_u_s,265,0.05,196,105
Paracoccus pantotrophus,82367,0.02,83,923
Haematobacter massiliensis,195105,8.25,32799,1623782
Haematobacter missouriensis,366616,0.33,1312,15616
Rhodobacteraceae_u_s,31989,0.12,478,16
Brevundimonas nasdae,172043,0.32,1256,41599
Brevundimonas sp. EAKA,1495854,0.17,686,32413
Brevundimonas naejangsanensis,588932,0.05,194,4953
Brevundimonas diminuta,293,0.12,472,32761
Alphaproteobacteria_u_s,28211,0.03,106,34
alpha proteobacterium L41A,1229204,0.26,1030,30781
Rhizobium sp. H41,1510041,0.18,725,2962
Rhizobiales_u_s,356,0.31,1221,249
Ochrobactrum rhizosphaerae,571254,0.05,207,6268
Pseudochrobactrum sp. AO18b,1201036,0.03,102,2884
Phyllobacteriaceae_u_s,69277,0.06,223,181
Aureimonas altamirensis,370622,0.04,152,3840
Achromobacter_u_s,222,0.15,599,45
Achromobacter piechaudii,72556,0.03,122,122
Oligella urethralis,90245,0.07,287,1979
Bordetella pertussis,520,0.1,392,1315
Comamonas aquatica,225991,0.04,174,3052
Massilia_u_s,149698,0.04,166,18
Massilia timonae,47229,0.11,425,10075
Lautropia mirabilis,47671,0.05,187,4564
Neisseria sicca,490,0.06,223,51
Neisseria_u_s,482,0.14,544,187
Neisseria flavescens,484,0.07,298,2604
Neisseria mucosa,488,0.02,84,229
Neisseria elongata,495,0.04,149,3081
Neisseria sp. oral taxon 014,641148,0.04,146,3264
Morococcus cerebrosus,1056807,0.15,588,3514
Neisseriaceae_u_s,481,0.02,86,18
Campylobacter ureolyticus,827,0.04,149,178
Campylobacter_u_s,194,0.02,77,23
Leptotrichia_u_s,32067,0.06,254,74
Fusobacterium_u_s,848,0.03,110,124
candidate division TM7 single-cell isolate TM7c,447456,0.06,223,462
candidate division TM7 single-cell isolate TM7b,447455,0.05,184,83
candidate division TM7 single-cell isolate TM7a,447454,0.03,128,1230
Akkermansia muciniphila,239935,0.02,94,1244
Prevotella sp. ICM33,1161412,0.1,397,2808
Prevotella melaninogenica,28132,0.26,1021,8010
Prevotella denticola,28129,0.08,311,171
Prevotella oris,28135,0.05,203,376
Prevotella bivia,28125,0.04,143,104
Prevotella nigrescens,28133,0.04,168,250
Prevotella veroralis,28137,0.07,260,1474
Prevotella_u_s,838,0.04,150,1699
Prevotella pallens,60133,0.04,152,3380
Prevotella timonensis,386414,0.04,161,1723
Prevotella intermedia,28131,0.05,187,1053
Alloprevotella tannerae,76122,0.03,111,2560
Porphyromonas somerae,322095,0.1,386,7518
Porphyromonas gingivalis,837,0.12,464,63
Porphyromonas_u_s,836,0.03,103,18
Porphyromonas sp. oral taxon 279,712438,0.03,98,1249
Porphyromonas bennonis,501496,0.51,2011,31793
Tannerella sp. oral taxon HOT-286,712710,0.06,239,189
Chryseobacterium haifense,421525,0.43,1699,32792
Capnocytophaga_u_s,1016,0.07,299,1912
Capnocytophaga gingivalis,1017,0.03,132,2679
Capnocytophaga sputigena,1019,0.02,77,1759
Empedobacter falsenii,343874,0.04,168,3956
